shrid2,state_name,district_name,land_area_sq_km,total_population,total_consumption,per_capita_consumption,poverty_rate,total_firms_count,total_employment,manufacturing_employment,services_employment,distance_to_town_km,commercial_bank_availability,cooperative_bank_availability,all_weather_road_access,commercial_power_supply,local_market_availability,subdistrict_name,village_name
11-17-297-01985-277645,Meghalaya,Ri Bhoi,4.7770667,159,57739.15625,11478.265625,0.560240983963013,2,9,0,9,,0,0,0,0,0,umling,sohlaitthymmai
11-17-297-01985-277646,Meghalaya,Ri Bhoi,2.3790674,399,80794.7890625,13152.6396484375,0.462532311677933,4,12,4,8,,0,0,0,0,0,umling,nartap
11-17-297-01985-277647,Meghalaya,Ri Bhoi,1.7884501,763,76629.9453125,14462.5537109375,0.464788734912872,8,32,11,21,,0,0,0,0,0,umling,umdihar
11-17-297-01985-277648,Meghalaya,Ri Bhoi,2.0144315,382,74400.1328125,17249.19140625,0.301675975322723,6,16,0,16,,0,0,0,0,0,umling,erpakon
11-17-297-01985-277649,Meghalaya,Ri Bhoi,1.6669695,345,74076.8046875,15093.3974609375,0.471849858760834,13,35,9,23,,0,0,0,0,0,umling,jyntru
11-17-297-01985-277650,Meghalaya,Ri Bhoi,1.1714923,408,70847.796875,16046.72265625,0.378205120563507,12,29,0,28,,0,0,0,0,0,umling,quinine nongladew
11-17-297-01985-277652,Meghalaya,Ri Bhoi,1.176225,222,67143.021382914,14341.2282528606,0.511789184750862,24,43,8,33,,0,0,0,0,0,umling,umsawnongkharai
11-17-297-01985-277653,Meghalaya,Ri Bhoi,1.3556162,419,58580.1015625,9307.119140625,0.764018714427948,3,8,0,8,,0,0,0,0,0,umling,pahampdem
11-17-297-01985-277654,Meghalaya,Ri Bhoi,2.978477,216,56114.82421875,9268.966796875,0.758928596973419,4,9,0,9,,0,0,0,0,0,umling,pamhamdummu
11-17-297-01985-277655,Meghalaya,Ri Bhoi,1.0985357,480,53508.9375,9482.5966796875,0.827004194259644,5,13,0,13,,0,0,0,0,0,umling,pahamingding
11-17-297-01985-277656,Meghalaya,Ri Bhoi,1.0018063,145,99164.1875,17614.69140625,0.269736856222153,6,11,0,11,,0,0,0,0,0,umling,mawkhla
11-17-297-01985-277657,Meghalaya,Ri Bhoi,2.837144,101,53799.22265625,14010.2138671875,0.354166656732559,,,,,,0,0,0,0,0,umling,jolsyiem
11-17-297-01985-277658,Meghalaya,Ri Bhoi,2.9008708,356,,,,,,,,,0,0,0,0,0,umling,mawiong
11-17-297-01986-277659,Meghalaya,Ri Bhoi,7.0436406,118,47560.75390625,9270.31640625,0.864406764507294,3,7,0,7,,0,0,0,0,0,jirang,nongkyllang
11-17-297-01986-277660,Meghalaya,Ri Bhoi,5.533199,356,73094.28125,14618.85546875,0.379104465246201,3,8,0,8,,0,0,0,0,0,jirang,gonopati
11-17-297-01986-277661,Meghalaya,Ri Bhoi,15.794267,232,44616.9609375,8526.796875,0.866666674613953,2,6,0,6,,0,0,0,0,0,jirang,umsaliang
11-17-297-01986-277662,Meghalaya,Ri Bhoi,8.95127,179,53628.125,12644.029296875,0.512195110321045,11,33,0,33,,0,0,0,0,0,jirang,mairapur
11-17-297-01986-277663,Meghalaya,Ri Bhoi,8.898079,46,64762.19921875,12952.4404296875,0.46000000834465,3,11,0,11,,0,0,1,0,0,jirang,io muroh sakurbaria
11-17-297-01986-277664,Meghalaya,Ri Bhoi,2.596365,696,60009.27734375,14072.255859375,0.495956867933273,4,9,0,9,,0,0,0,0,0,jirang,umshru
11-17-297-01986-277665,Meghalaya,Ri Bhoi,0.92247653,280,63882.27734375,13437.306640625,0.568965494632721,3,12,0,12,,0,0,0,0,0,jirang,pahamushru
11-17-297-01986-277666,Meghalaya,Ri Bhoi,14.335166,107,50476.9481770833,10122.3825670538,0.735294108722299,14,47,13,34,,0,0,0,0,0,jirang,umkrem dykhong
11-17-297-01986-277668,Meghalaya,Ri Bhoi,4.459656,244,52553.2074191046,10263.1608108985,0.70914127126625,24,70,0,70,,0,0,0,0,0,jirang,nongrim jirang
11-17-297-01986-277671,Meghalaya,Ri Bhoi,11.150147,505,70937.046875,13230.322265625,0.545634925365448,17,40,2,38,,0,0,1,0,0,jirang,patgaon
11-17-297-01986-277672,Meghalaya,Ri Bhoi,2.2713802,51,61226.3984375,15017.7958984375,0.471698105335236,,,,,,0,0,0,0,0,jirang,sokunijira
11-17-297-01986-277673,Meghalaya,Ri Bhoi,2.8394082,359,47193.45703125,9330.51171875,0.787965595722199,3,7,0,7,,0,0,0,0,0,jirang,umiong
11-17-297-01986-277674,Meghalaya,Ri Bhoi,7.850267,219,67759.9140625,13192.1953125,0.610619485378265,5,11,0,11,,0,0,1,0,0,jirang,bilpara
11-17-297-01986-277675,Meghalaya,Ri Bhoi,5.2713733,427,60658.953125,12512.6083984375,0.587443947792053,16,37,10,27,,0,0,0,0,0,jirang,bakhlapara
11-17-297-01986-277676,Meghalaya,Ri Bhoi,11.123771,186,72470.5518535539,12855.6462567935,0.537391328397005,34,72,13,59,,0,0,1,0,1,jirang,umlakro
11-17-297-01986-277678,Meghalaya,Ri Bhoi,12.206104,49,75087.3203125,16856.337890625,0.102040819823742,1,2,0,2,,0,0,0,0,0,jirang,halher
11-17-297-01986-277679,Meghalaya,Ri Bhoi,10.338953,277,46732.2421875,9346.4482421875,0.800000011920929,5,13,0,13,,0,0,0,0,0,jirang,nongsier
11-17-297-01986-277680,Meghalaya,Ri Bhoi,1.1244149,552,65339.56640625,11181.1015625,0.711229920387268,16,39,7,32,,0,0,0,0,0,jirang,mynnar jirang
11-17-297-01986-277681,Meghalaya,Ri Bhoi,0.63890684,204,57479.984375,9836.1474609375,0.721925139427185,3,7,0,7,,0,0,0,0,0,jirang,nongthtmmai
11-17-297-01986-277682,Meghalaya,Ri Bhoi,4.28057,295,61029.23828125,11704.2373046875,0.640410959720612,7,24,0,19,,0,0,0,0,0,jirang,iosohksang
11-17-297-01986-277683,Meghalaya,Ri Bhoi,1.7429942,64,70391.298828125,14736.1230359229,0.46168225624851,13,24,0,24,,0,0,0,0,0,jirang,umsohpanan
11-17-297-01986-277685,Meghalaya,Ri Bhoi,0.67748266,236,74422.8137826493,15680.2784861439,0.314465418036254,3,26,0,26,,0,0,0,0,1,jirang,centre
11-17-297-01986-277687,Meghalaya,Ri Bhoi,1.6353192,709,69455.9765625,12303.6298828125,0.604285717010498,8,28,0,28,,0,0,0,0,1,jirang,wahsynon
11-17-297-01986-277688,Meghalaya,Ri Bhoi,0.7034951,1215,93189.046875,17458.3984375,0.401332229375839,83,259,35,224,,0,0,1,1,1,jirang,pathar khmah
11-17-297-01986-277689,Meghalaya,Ri Bhoi,1.1653975,560,73627.640625,15480.015625,0.340989410877228,21,50,14,36,,0,0,0,0,0,jirang,barigaon
11-17-297-01986-277690,Meghalaya,Ri Bhoi,4.447722,416,74531.5625,14455.7431640625,0.380352646112442,57,85,2,83,,0,0,0,0,0,jirang,umsaw
11-17-297-01986-277691,Meghalaya,Ri Bhoi,4.2185645,885,57679.1328125,11101.6826171875,0.723655939102173,14,31,0,31,,0,0,0,0,0,jirang,umkynsier
11-17-297-01986-277692,Meghalaya,Ri Bhoi,5.5586853,418,59403.60546875,10916.6533203125,0.627684950828552,5,7,0,7,,0,0,0,0,0,jirang,pathardharo umjyrha
11-17-297-01986-277693,Meghalaya,Ri Bhoi,7.815416,266,79848.734375,13407.4365234375,0.563432812690735,11,30,0,30,,0,0,1,0,0,jirang,ranibari
11-17-297-01986-277694,Meghalaya,Ri Bhoi,9.048397,313,58808.4852089185,14378.9975478623,0.395604407005421,8,19,0,19,,0,0,0,0,0,jirang,balakhowa
11-17-297-01986-277696,Meghalaya,Ri Bhoi,4.7153125,24,58223.765625,10586.1396484375,0.681818187236786,,,,,,0,0,0,0,0,jirang,rajabala
11-17-297-01986-277697,Meghalaya,Ri Bhoi,3.3609588,134,61161.0859375,13210.7939453125,0.472000002861023,3,8,0,8,,0,0,0,0,0,jirang,mawden kperblang
11-17-297-01986-277698,Meghalaya,Ri Bhoi,2.312166,205,69651.9765625,12950.3671875,0.462311565876007,8,8,0,8,,0,0,0,0,0,jirang,mawdendomphlang
11-17-297-01986-277699,Meghalaya,Ri Bhoi,4.954047,284,58787.859375,13340.322265625,0.473076909780502,3,4,0,4,,0,0,0,0,0,jirang,mawden mawshohshrieh
11-17-297-01986-277700,Meghalaya,Ri Bhoi,6.9175367,231,65382.125,16872.806640625,0.221198156476021,6,8,1,7,,0,0,0,0,0,jirang,rajakhumai
11-17-297-01986-277702,Meghalaya,Ri Bhoi,3.2600644,263,64182.921875,12919.9384765625,0.467532455921173,2,3,0,3,,0,0,0,0,0,jirang,bernongsai nongspung
11-17-297-01986-277703,Meghalaya,Ri Bhoi,2.4373932,140,75782.5234375,16474.4609375,0.231884062290192,4,9,0,9,,0,0,0,0,0,jirang,bernongsai nongkhlaw
11-17-297-01986-277704,Meghalaya,Ri Bhoi,5.9199347,351,63853.3046875,15203.16796875,0.363095223903656,6,10,0,10,,0,0,0,0,0,jirang,belahari
11-17-297-01986-277705,Meghalaya,Ri Bhoi,3.3691087,71,72876.71875,12317.19140625,0.366197168827057,1,4,0,4,,0,0,1,0,0,jirang,akhoinijira
11-17-297-01986-277706,Meghalaya,Ri Bhoi,3.4296517,732,61257.921875,11515.849609375,0.667101800441742,8,16,4,12,,0,0,0,0,0,jirang,umsohbar
11-17-297-01986-277707,Meghalaya,Ri Bhoi,2.1522064,257,57632.16015625,11614.0849609375,0.608364999294281,9,24,0,24,,0,0,0,0,0,jirang,lyngkhung
11-17-297-01986-277708,Meghalaya,Ri Bhoi,2.2076783,162,73935.515625,15613.7119140625,0.385093182325363,4,8,0,8,,0,0,0,0,0,jirang,hawla
11-17-297-01986-277709,Meghalaya,Ri Bhoi,5.9574447,390,51922.390625,11825.2568359375,0.575916230678558,3,10,0,10,,0,0,0,0,0,jirang,jumbari gaon
11-17-297-01986-277710,Meghalaya,Ri Bhoi,6.927557,1249,61418.1720990143,11974.6121163358,0.547868651164153,28,76,7,69,,0,0,1,0,0,jirang,warmawsaw
11-17-297-01986-277712,Meghalaya,Ri Bhoi,5.171149,368,59788.98046875,10570.427734375,0.698895037174225,8,20,0,20,,0,0,0,0,0,jirang,nongdom mawpliang
11-17-297-01986-277713,Meghalaya,Ri Bhoi,4.96031,135,53300.3046875,10809.1533203125,0.636363625526428,2,5,0,5,,0,0,0,0,0,jirang,umtasen
11-17-297-01986-277714,Meghalaya,Ri Bhoi,1.8603915,80,54266.078125,11330.2802734375,0.747252762317658,3,6,0,6,,0,0,0,0,0,jirang,umtar
11-17-297-01986-277715,Meghalaya,Ri Bhoi,4.109531,481,68145.875,14404.8193359375,0.485772371292114,18,30,1,29,,0,0,0,0,0,jirang,umshohphria
11-17-297-01986-277716,Meghalaya,Ri Bhoi,9.807474,196,58188.296875,10603.201171875,0.777777791023254,6,13,2,11,,0,0,0,0,0,jirang,umlur
11-17-297-01986-277717,Meghalaya,Ri Bhoi,8.875263,780,55260.359375,10765.982421875,0.68119889497757,16,34,1,33,,0,0,0,0,0,jirang,umrit
11-17-297-01986-277718,Meghalaya,Ri Bhoi,4.716008,285,55220.3203125,9713.0205078125,0.71009773015976,2,2,0,2,,0,0,0,0,0,jirang,mawskeilum
11-17-297-01986-277719,Meghalaya,Ri Bhoi,5.829646,75,44424.953125,8759.849609375,0.816901385784149,2,3,0,3,,0,0,0,0,0,jirang,umiapkhla
11-17-297-01986-277720,Meghalaya,Ri Bhoi,5.7766633,482,75411.453125,13725.1923828125,0.488752543926239,9,17,7,10,,0,0,0,0,0,jirang,mawskeithem
11-17-297-01986-277721,Meghalaya,Ri Bhoi,1.3849306,749,65072.46484375,12106.505859375,0.612403094768524,29,79,1,78,,0,0,0,0,0,jirang,umkadhor
11-17-297-01986-277722,Meghalaya,Ri Bhoi,2.7312293,427,68575.2421875,12376.99609375,0.67804878950119,11,19,2,17,,0,0,0,0,0,jirang,sohkyrbam domphlang
11-17-297-01986-277723,Meghalaya,Ri Bhoi,10.14791,490,61263.08203125,10570.4384765625,0.671614110469818,13,29,1,28,,0,0,0,0,0,jirang,sohkyrbam rim
11-17-297-01986-277724,Meghalaya,Ri Bhoi,20.857397,613,55857.3413552136,11377.2882838488,0.618219037565995,10,25,0,25,,0,0,0,0,0,jirang,nongwah mawlein
11-17-297-01986-277726,Meghalaya,Ri Bhoi,4.77678,260,69101.7376019022,13272.150184711,0.482254703196703,31,58,0,30,,0,0,0,0,0,jirang,nongwah mawtamur
11-17-297-01986-277729,Meghalaya,Ri Bhoi,19.174927,500,51005.83203125,8724.681640625,0.796992480754852,5,10,1,9,,0,0,0,0,0,jirang,nongbirlum
11-17-297-01986-277730,Meghalaya,Ri Bhoi,13.6536,672,59404.609375,11193.232421875,0.666256129741669,9,19,3,16,,0,0,0,0,0,jirang,umtngar
11-17-297-01986-277731,Meghalaya,Ri Bhoi,9.187439,531,57022.8828125,10174.6708984375,0.688235282897949,10,32,2,30,,0,0,0,0,0,jirang,nongbirthem
11-17-297-01986-277732,Meghalaya,Ri Bhoi,13.6297865,313,42970.4453125,7545.4052734375,0.898809552192688,1,3,0,3,,0,0,0,0,0,jirang,ummar
11-17-297-01986-277733,Meghalaya,Ri Bhoi,5.9974146,815,63880.2265625,11586.498046875,0.645707368850708,10,24,5,19,,0,0,0,0,0,jirang,umsong
11-17-297-01986-277734,Meghalaya,Ri Bhoi,3.690126,225,81854.203125,14528.2353515625,0.199134200811386,3,9,2,7,,0,0,0,0,0,jirang,nongkynrih
11-17-297-01986-277735,Meghalaya,Ri Bhoi,4.961215,788,56892.24609375,9517.291015625,0.763320922851563,12,32,0,29,,0,0,0,0,0,jirang,nongladew
11-17-297-01986-277736,Meghalaya,Ri Bhoi,8.848088,280,46607.6328125,8263.7646484375,0.851063847541809,10,23,2,19,,0,0,0,0,0,jirang,jalilum
11-17-297-01986-277737,Meghalaya,Ri Bhoi,6.3467917,195,54045.91015625,10115.544921875,0.668449223041534,2,5,3,2,,0,0,0,0,0,jirang,jalithem
11-17-297-01986-277738,Meghalaya,Ri Bhoi,8.842786,165,90316.4453125,21450.154296875,0.1875,7,15,0,15,,0,0,0,0,0,jirang,lailad
11-17-297-01986-277739,Meghalaya,Ri Bhoi,13.660073,356,55970.671875,10883.1865234375,0.629629611968994,8,19,0,17,,0,0,0,0,0,jirang,tasku rim
11-17-297-01986-277740,Meghalaya,Ri Bhoi,5.1078067,198,51122.37890625,9007.2763671875,0.790476202964783,1,3,0,3,,0,0,0,0,0,jirang,kynthem nongmali
11-17-297-01986-277741,Meghalaya,Ri Bhoi,4.3518114,127,73416.453125,13390.421875,0.622641503810883,11,28,0,28,,0,0,0,0,0,jirang,ulubari
11-17-297-01986-277742,Meghalaya,Ri Bhoi,1.5545583,127,83230.0703125,16129.8583984375,0.2945736348629,7,16,0,16,,0,0,0,0,0,jirang,umsohpai
11-17-297-01986-277743,Meghalaya,Ri Bhoi,6.739971,77,45779.78515625,8112.87353515625,0.898734152317047,1,2,0,2,,0,0,0,0,0,jirang,nongterih
11-17-297-01986-277744,Meghalaya,Ri Bhoi,3.232796,198,44913.35546875,8931.6337890625,0.835227251052856,2,2,0,2,,0,0,0,0,0,jirang,dummu paham
11-17-297-01986-277745,Meghalaya,Ri Bhoi,4.5461936,119,55881.30078125,9751.099609375,0.724832236766815,3,9,0,9,,0,0,0,0,0,jirang,jaluk paham
11-17-297-01986-277746,Meghalaya,Ri Bhoi,1.9222327,39,40377.9453125,8972.876953125,0.722222208976746,,,,,,0,0,0,0,0,jirang,umtyrlad
11-17-297-01986-277747,Meghalaya,Ri Bhoi,1.3470752,164,54872.51953125,10390.0625,0.639053225517273,0,0,0,0,,0,0,0,0,0,jirang,mawtyngkong
11-17-297-01986-277748,Meghalaya,Ri Bhoi,1.768649,95,75805.71875,17138.685546875,0,14,23,8,15,,0,0,0,0,0,jirang,pynker a
11-17-297-01986-277749,Meghalaya,Ri Bhoi,1.9902469,204,71929.5625,14531.2255859375,0.292929291725159,30,47,5,41,,0,0,0,0,0,jirang,pynker b
11-17-297-01986-277750,Meghalaya,Ri Bhoi,1.9813309,96,75349.5625,14920.705078125,0.326732665300369,1,2,0,2,,0,0,0,0,0,jirang,pynker c
11-17-297-01986-277752,Meghalaya,Ri Bhoi,1.1263583,35,50945.0390625,9905.98046875,0.75,,,,,,0,0,0,0,0,jirang,pahamjula
11-17-297-01986-277754,Meghalaya,Ri Bhoi,1.0825847,196,63996.671875,12098.873046875,0.746268630027771,6,22,9,13,,0,0,0,0,0,jirang,umsen
11-17-297-01986-277755,Meghalaya,Ri Bhoi,0.9820782,57,89230.3203125,17846.064453125,0.215384617447853,,,,,,0,0,0,0,0,jirang,lyngkaduh
11-17-297-01986-277756,Meghalaya,Ri Bhoi,0.8405426,179,42397.2265625,8243.9052734375,0.888888895511627,3,7,0,7,,0,0,0,0,0,jirang,garo bhanga amreng
11-17-297-01986-277757,Meghalaya,Ri Bhoi,0.90876275,143,58601.6328125,9494.119140625,0.877094984054565,,,,,,0,0,0,0,0,jirang,garo bhanga rim
11-17-297-01986-277758,Meghalaya,Ri Bhoi,0.8438829,131,49782.578125,9357.626953125,0.789473712444305,2,3,0,3,,0,0,0,0,0,jirang,garo bhanga thymmai
11-17-297-01986-277759,Meghalaya,Ri Bhoi,0.37481418,142,67188.40625,17916.908203125,0.393939405679703,6,16,3,13,,0,0,0,0,0,jirang,umlathu
11-17-297-01986-277760,Meghalaya,Ri Bhoi,0.37638962,229,62956.12890625,10891.14453125,0.645569622516632,2,7,0,7,,0,0,0,0,0,jirang,pilangku a
11-17-297-01986-277761,Meghalaya,Ri Bhoi,1.6111099,186,57861.6875,11468.08203125,0.567567586898804,0,0,0,0,,0,0,0,0,0,jirang,pilangku b
11-17-297-01986-277762,Meghalaya,Ri Bhoi,0.31408995,158,68199.21875,13351.169921875,0.45502644777298,5,13,0,13,,0,0,0,0,0,jirang,jyrmang
11-17-297-01986-277763,Meghalaya,Ri Bhoi,1.0181192,44,40572.7578125,7694.83349609375,0.948275864124298,,,,,,0,0,0,0,0,jirang,daka pathar
11-17-297-01986-277764,Meghalaya,Ri Bhoi,1.6149416,110,59499.05078125,16333.0732421875,0.2843137383461,,,,,,0,0,0,0,0,jirang,rani jirang
11-17-297-01986-277765,Meghalaya,Ri Bhoi,2.1603832,180,66173.3671875,12456.1630859375,0.505882382392883,,,,,,0,0,0,0,0,jirang,umlyngkdait
11-17-297-01987-277767,Meghalaya,Ri Bhoi,8.197888,233,100108.6953125,18854.552734375,0.269058287143707,2,7,0,7,,0,0,0,0,0,umsning,makdoh
11-17-297-01987-277768,Meghalaya,Ri Bhoi,14.80454,57,97458.6484375,19251.091796875,0.197530865669251,2,7,0,7,,0,0,0,0,0,umsning,nongthymmai makdoh
11-17-297-01987-277769,Meghalaya,Ri Bhoi,13.637922,95,91344.4921875,23681.904296875,0.185185179114342,2,7,0,7,,0,0,0,0,0,umsning,maska
11-17-297-01987-277770,Meghalaya,Ri Bhoi,8.404172,456,55429.38671875,8703.7880859375,0.861570239067078,3,9,0,9,,0,0,0,0,0,umsning,amjong
11-17-297-01987-277771,Meghalaya,Ri Bhoi,6.2468843,121,86365.1015625,15335.859375,0.42990654706955,1,5,0,5,,0,0,0,0,0,umsning,markhangduba
11-17-297-01987-277772,Meghalaya,Ri Bhoi,8.400024,215,85547.6796875,19465.939453125,0.317365258932114,3,5,0,5,,0,0,0,0,0,umsning,amdubighat
11-17-297-01987-277773,Meghalaya,Ri Bhoi,13.869317,222,53816.03125,11415.521484375,0.562770545482636,2,4,0,4,,0,0,0,0,0,umsning,amphreng
11-17-297-01987-277774,Meghalaya,Ri Bhoi,6.9716363,146,53639.7820971386,10377.8598598667,0.650349666188647,3.07352941176471,9.22058823529412,0,9.22058823529412,,0,0,0,0,0,umsning,lymphuid
11-17-297-01987-277776,Meghalaya,Ri Bhoi,1.2920852,175,84812.921875,14334.578125,0.5,1,2,0,2,,0,0,0,0,0,umsning,amkhang
11-17-297-01987-277778,Meghalaya,Ri Bhoi,2.3928216,338,99797.421875,19829.455078125,0.104234524071217,3,14,0,14,,0,0,0,0,0,umsning,maiong
11-17-297-01987-277779,Meghalaya,Ri Bhoi,3.8617833,403,83926.609375,14343.1162109375,0.34642031788826,2,6,0,3,,0,0,0,0,0,umsning,umsiang mawpdeng
11-17-297-01987-277780,Meghalaya,Ri Bhoi,11.320118,516,74198.734375,14133.0927734375,0.315476179122925,6,19,0,19,,0,0,0,0,0,umsning,mawker
11-17-297-01987-277781,Meghalaya,Ri Bhoi,3.5228908,282,89270.8828125,18549.794921875,0.242424249649048,3,13,0,13,,0,0,0,0,0,umsning,mawshang mawksiew
11-17-297-01987-277782,Meghalaya,Ri Bhoi,2.174418,693,48434.37890625,8404.7890625,0.876470565795898,9,33,1,32,,0,0,0,0,0,umsning,umtrai
11-17-297-01987-277783,Meghalaya,Ri Bhoi,3.012245,932,,,,13,38,1,37,,0,0,0,0,0,umsning,umlaper
11-17-297-01987-277784,Meghalaya,Ri Bhoi,11.691189,223,55349.43359375,9575.2177734375,0.75105482339859,5,7,0,7,,0,0,0,0,0,umsning,umlamphlang
11-17-297-01987-277785,Meghalaya,Ri Bhoi,7.6940513,839,62322.8828125,9650.4697265625,0.776595771312714,47,64,1,63,,0,0,0,0,0,umsning,korhadem
11-17-297-01987-277786,Meghalaya,Ri Bhoi,5.6261077,64,64884.08984375,8463.142578125,0.811594188213348,3,3,0,3,,0,0,0,0,0,umsning,sngahtyrkhang
11-17-297-01987-277787,Meghalaya,Ri Bhoi,6.1324973,520,57148.484375,11148.0615234375,0.636550307273865,4,6,0,6,,0,0,0,0,0,umsning,pamlatar
11-17-297-01987-277788,Meghalaya,Ri Bhoi,5.8177423,284,,,,3,5,0,5,,0,0,0,0,0,umsning,umtyrkhang
11-17-297-01987-277789,Meghalaya,Ri Bhoi,8.5213785,436,102438.1484375,21689.7109375,0.0663265287876129,13,24,1,20,,0,0,0,0,0,umsning,mawalaho
11-17-297-01987-277790,Meghalaya,Ri Bhoi,2.698506,378,81617.109375,12373.4404296875,0.553935885429382,14,19,2,16,,0,0,0,0,0,umsning,iamkhon
11-17-297-01987-277792,Meghalaya,Ri Bhoi,4.0798903,900,69591.9140625,11586.1943359375,0.655209481716156,35,53,3,45,,0,0,0,0,0,umsning,mawtari
11-17-297-01987-277793,Meghalaya,Ri Bhoi,3.6466107,94,82887.75,15541.4541015625,0.19791667163372,9,16,0,16,,0,0,0,0,0,umsning,mawshunam
11-17-297-01987-277794,Meghalaya,Ri Bhoi,14.68087,804,51581.6640625,8795.8994140625,0.794153451919556,15,35,0,28,,0,0,0,0,0,umsning,lamalong
11-17-297-01987-277796,Meghalaya,Ri Bhoi,4.726043,130,75948.53125,12822.4794921875,0.493506491184235,8,12,0,12,,0,0,1,0,0,umsning,mawpat
11-17-297-01987-277797,Meghalaya,Ri Bhoi,5.222187,573,85849.296875,14354.22265625,0.413183271884918,8,10,3,7,,0,0,0,0,0,umsning,pamlaban
11-17-297-01987-277798,Meghalaya,Ri Bhoi,3.4847898,157,86658.6875,11062.810546875,0.751773059368134,10,20,4,16,,0,0,0,0,0,umsning,pamphlang
11-17-297-01987-277799,Meghalaya,Ri Bhoi,10.453022,901,53279.3203125,8553.7626953125,0.769150078296661,13,23,6,17,,0,0,0,0,0,umsning,nongsangu
11-17-297-01987-277800,Meghalaya,Ri Bhoi,6.1444435,221,43267.3359375,8232.2802734375,0.787610590457916,6,8,1,4,,0,0,0,0,0,umsning,shyntorbulia
11-17-297-01987-277801,Meghalaya,Ri Bhoi,1.8831091,356,96747.2578125,22177.021484375,0.117478512227535,37,39,32,7,,0,0,0,0,0,umsning,pdengnongrim
11-17-297-01987-277802,Meghalaya,Ri Bhoi,10.542525,1362,63124.95703125,11871.921875,0.613333344459534,60,115,7,108,,0,0,0,0,0,umsning,umsohlait
11-17-297-01987-277803,Meghalaya,Ri Bhoi,3.827273,525,63778.27734375,10498.482421875,0.722222208976746,12,22,5,16,,0,0,0,0,0,umsning,jair
11-17-297-01987-277805,Meghalaya,Ri Bhoi,3.1970954,47,77223.4616909899,12121.9296960595,0.649402380417068,48,91,13,76,,0,0,1,0,0,umsning,sonidan
11-17-297-01987-277807,Meghalaya,Ri Bhoi,4.960949,154,104253.578125,24358.3125,0.401869148015976,6,7,0,7,,0,0,0,0,0,umsning,syntiewmaw
11-17-297-01987-277808,Meghalaya,Ri Bhoi,3.850822,604,104097.359375,20681.595703125,0.0695364251732826,6,14,2,12,,0,0,0,0,0,umsning,umkra
11-17-297-01987-277809,Meghalaya,Ri Bhoi,5.8012805,147,75308.25,11320.84765625,0.725490212440491,4,5,0,5,,0,0,1,0,0,umsning,mawlyngngai
11-17-297-01987-277810,Meghalaya,Ri Bhoi,8.822267,886,81625.703125,13724.6767578125,0.483407080173492,16,32,6,25,,0,0,0,0,0,umsning,umkei
11-17-297-01987-277812,Meghalaya,Ri Bhoi,5.6401963,528,91328.7734375,16928.216796875,0.32951945066452,8,14,1,10,,0,0,0,0,0,umsning,pamrinai
11-17-297-01987-277813,Meghalaya,Ri Bhoi,5.578387,440,84304.5625,19369.7578125,0.203501090407372,33,57,4,51,,0,0,0,0,0,umsning,mawhati
11-17-297-01987-277814,Meghalaya,Ri Bhoi,5.45305,390,67620.84375,12732.6787109375,0.541984736919403,9,23,1,22,,0,0,0,0,0,umsning,jatah
11-17-297-01987-277815,Meghalaya,Ri Bhoi,8.250469,181,88210.4609375,15991.3701171875,0.309941530227661,2,2,0,2,,0,0,0,0,0,umsning,umjapung
11-17-297-01987-277816,Meghalaya,Ri Bhoi,5.3776207,549,104829.765625,22976.38671875,0.200913235545158,13,20,2,18,,0,0,0,0,0,umsning,lumniwar
11-17-297-01987-277817,Meghalaya,Ri Bhoi,6.456651,570,74612.2578125,12766.9853515625,0.555555582046509,15,50,6,44,,0,0,0,0,0,umsning,shilliang umdoh
11-17-297-01987-277818,Meghalaya,Ri Bhoi,3.529897,648,73103.7109375,12713.6884765625,0.492753624916077,7,16,0,16,,0,0,0,0,0,umsning,umwiehsnieh
11-17-297-01987-277819,Meghalaya,Ri Bhoi,3.6561315,465,80281.828125,15566.62890625,0.427015244960785,11,41,8,33,,0,0,0,0,0,umsning,tyrso nongkyllep
11-17-297-01987-277820,Meghalaya,Ri Bhoi,8.055426,334,63820.6328125,12691.6025390625,0.460227280855179,4,7,0,7,,0,0,0,0,0,umsning,mawtynrah
11-17-297-01987-277821,Meghalaya,Ri Bhoi,4.960419,1260,83531.4375,14106.3017578125,0.458609282970428,21,59,0,59,,0,0,0,0,0,umsning,mawrong
11-17-297-01987-277822,Meghalaya,Ri Bhoi,8.108916,1384,65688.484375,11070.54296875,0.660700976848602,16,36,9,27,,0,0,0,0,0,umsning,umtasor mawdkhar
11-17-297-01987-277823,Meghalaya,Ri Bhoi,7.2107563,207,70107.421875,12000.3701171875,0.486486494541168,3,6,0,6,,0,0,0,0,0,umsning,umtasor nongjyrmi
11-17-297-01987-277824,Meghalaya,Ri Bhoi,3.3135161,495,59309.8515625,10947.66015625,0.683569967746735,14,18,1,14,,0,0,0,0,0,umsning,mawiapbang
11-17-297-01987-277825,Meghalaya,Ri Bhoi,1.938214,257,68639.2600070225,12915.2097503469,0.541226234672942,33,56,3,53,,0,0,1,0,0,umsning,rongpharkong
11-17-297-01987-277827,Meghalaya,Ri Bhoi,0.97054833,231,66653.59375,14238.693359375,0.439628481864929,3,7,0,7,,0,0,1,0,0,umsning,umsaw
